MEAL_CLSF_NM,MEAL_NM,COOK_MTH_CONT,MATRL_NM,CALORIE_QY,CARBOH_QY,PROTEIN_QY,FAT_QY,CELLU_QY,CALCIUM_QY,PHOSPH_QY,FE_QY,NATRIUM_QY,POTASSIUM_QY,VITAMINA_QY,THIAMIN_QY,RIBOFLAMIN_QY,NIACIN_QY,VITAMINC_QY,MEAL_PICTR_FILE_NM
"밥류","찹쌀밥","① 쌀과 찹쌀을 섞어서 불린다.<br>② 적당량의 물을 부어 밥을 짓는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 40g, 쌀, 찹쌀, 백미 20g, ","214.0","47.0","4.1","0.2","0.5","6.4","57.0","1.0","1.4","79.0","0.0","0.1","0.0","0.9","0.0","1011.jpg"
"밥류","완두콩밥","① 쌀과 완두콩을 섞어서 불린다.<br>② 적당량의 물을 부어 밥을 짓는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 55g, 완두콩, 생것 5g, ","197.4","43.2","4.0","0.2","0.9","10.2","41.1","0.8","1.2","71.8","2.6","0.1","0.0","3.0","0.0","1012.jpg"
"밥류","율무밥","① 쌀과 율무를 섞어서 불린다.<br>② 적당량의 물을 부어 밥을 짓는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 55g, 율무, 율무쌀 5g, ","210.4","45.5","4.4","0.5","0.7","15.0","37.0","1.0","1.2","72.0","0.0","0.1","0.0","0.9","0.0","1013.jpg"
"밥류","팥밥","① 쌀과 팥을 섞어서 불린다.<br>② 적당량의 물을 부어 밥을 짓는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 55g, 팥, 검정팥 5g, ","208.2","44.9","4.6","0.3","1.4","11.4","58.1","1.0","1.3","116.0","0.0","0.1","0.0","0.9","0.0","1014.jpg"
"밥류","비빔밥","① 밥을 짓는다.<br>② 고기는 채썰어 양념하여 볶는다.<br>③ 도라지는 가늘게 찢어 소금에 비벼 씻은 다음 참기름에 볶아 양념한다.<br>④ 시금치는 살짝 데친 후 양념한다.<br>⑤ 당근은 채썬 뒤 기름에 볶는다.<br>⑥ 콩나물은 뿌리를 따서 데쳐 헹군 뒤 양념한다.<br>⑦ 그릇에 밥을 담고 각종 나물과 고기를 배색을 잘 맞춰 놓는다. ","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 고사리, 삶은것 5g, 당근, 생것 6g, 도라지, 생것 4g, 마늘, 구근, 생것 1g, 시금치, 생것, 노지 10g, 콩나물, 생것 7g, 쇠고기, 수입우, 등심 7g, 콩기름 2g, 간장, 재래간장 1g, 깨소금 0.2g, 참기름 0.2g, ","221.0","40.8","5.7","3.6","1.6","21.2","62.2","1.4","91.0","194.6","137.3","0.1","0.1","1.2","7.6","1015.jpg"
"밥류","김치볶음밥","① 밥을 짓는다.<br>② 김치, 당근, 양파, 베이컨을 각각 알맞은 크기로 자른다.<br>③ 참기름에 김치를 볶다가 당근, 베이컨, 양파를 넣고 살짝 볶다가 밥을 넣어 볶는다.<br>④ 김은 부수어 넣고 깨소금을 넣는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 김치, 배추김치 20g, 당근, 생것 6g, 양파, 생것, 국내산 7g, 돼지고기, 돼지고기가공품, 베이컨, 날것, 베이컨 8g, 김 참김, 마른김 1g, 참기름 1g, 깨소금 0.2g, ","219.3","40.5","5.6","3.5","1.7","26.0","74.1","1.2","308.0","196.0","123.2","0.1","0.1","1.4","6.8","1016.jpg"
"밥류","고구마밥","① 쌀을 불려 고슬하게 밥을 짓는다.<br>② 고구마를 잘게 썰어 밥 짓는 중간에 넣어준다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 쌀, 찹쌀, 백미 3g, 고구마, 생것 10g, ","198.0","43.9","3.7","0.2","0.7","9.5","43.4","0.8","2.6","99.6","1.9","0.1","0.0","0.8","2.5","1017.jpg"
"밥류","콩나물밥","① 쌀과 콩나물을 섞은 후 고슬하게 밥을 짓는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 53g, 콩나물, 생것 15g, ","188.9","40.9","4.2","0.4","0.9","12.1","44.8","0.8","1.5","86.6","0.0","0.1","0.0","0.8","1.2","1018.jpg"
"밥류","볶음밥","① 감자, 당근, 양파, 피망, 쇠고기를 적당한 크기로 썬다.<br>② 식용유 두르고 재료 볶는다.<br>③ 케첩과 쌀을 넣고 볶는다.<br>④ 깨소금, 참기름 약간 넣고 간을 한다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 감자, 생것 12g, 당근, 생것 10g, 양파, 생것, 국내산 6g, 피망, 푸른것 3g, 쇠고기, 수입우, 등심 5g, 토마토케찹 10g, 콩기름 3g, 깨소금 0.2g, 참기름 0.2g, ","237.1","43.9","4.9","4.2","1.2","17.1","58.4","1.1","143.3","207.7","136.6","0.1","0.0","1.3","7.1","1019.jpg"
"밥류","밤콩밥","① 쌀과 밤콩을 섞어서 불린다.<br>② 적당량의 물을 부어 밥을 짓는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 55g, 대두, 밤콩, 말린것 5g, ","210.0","43.6","5.4","1.1","1.4","19.6","69.8","1.1","1.3","128.8","0.0","0.1","0.0","0.9","0.0","1020.jpg"
"밥류","카레라이스","① 쌀을 불려 고슬하게 밥을 짓는다..<br>② 돼지고기, 감자, 당근, 양파, 양송이는 적당한 크기로 썬 후 볶은 후 물을 부어 끓인다.<br>③ 카레분말을 물에 풀어 넣어서 끓이고 마지막에 피망을 넣어 끓인다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 감자, 생것 15g, 당근, 생것 7g, 양파, 생것, 국내산 10g, 피망, 푸른것 1.5g, 양송이, 생것 2g, 돼지고기, 사태, 날것 7g, 콩기름 1g, 카레분말 10g, ","256.5","47.2","6.2","4.2","4.4","19.2","75.9","1.4","415.4","237.0","92.2","0.1","0.1","1.5","5.3","1021.jpg"
"밥류","오므라이스","① 감자, 당근, 양파, 피망, 쇠고기를 적당한 크기로 썬다.<br>② 식용유 두르고 재료 볶는다.<br>③ 케첩과 쌀을 넣고 볶는다.<br>④ 깨소금, 참기름 약간 넣고 간을 한다.<br>⑤ 달걀을 씌워 케첩을 뿌려낸다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 감자, 생것 12g, 당근, 생것 10g, 양파, 생것, 국내산 6g, 피망, 푸른것 3g, 쇠고기, 수입우, 등심 5g, 토마토케찹 18g, 콩기름 3g, 깨소금 0.2g, 참기름 0.2g, ","246.5","46.1","5.0","4.2","1.3","18.4","61.0","1.2","246.9","243.7","143.3","0.1","0.0","1.4","8.7","1022.jpg"
"밥류","옥수수밥","① 쌀과 옥수수를 섞어서 불린다.<br>② 적당량의 물을 부어 밥을 짓는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 55g, 옥수수, 단옥수수, 찐것 5g, ","198.0","43.6","3.8","0.3","0.7","8.8","43.0","0.8","1.2","73.9","1.2","0.1","0.0","0.8","0.0","1023.jpg"
"밥류","유부초밥","① 유부는 어슷하게 반으로 잘라 끓는 물에 데쳐 찬물에 헹궈 부드럽게 해 놓는다.<br>② 분량의 재료를 넣어 만든 조림장을 끓이다가 다진 우엉, 당근, 쇠고기를 넣고 국물이 없어질 때까지 은근하게 조린다.<br>③ 채소와 고기가 어느 정도 조려지면 마지막에 유부를 뒤집어 넣고 뒤적여 맛을 들인다.<br>④ 고슬고슬하게 지은 밥에 조린 우엉, 당근, 쇠고기를 넣어 골고루 잘 섞어준다.<br>⑤ 간이 밴 유부에 준비된 밥을 넣는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 55g, 두부, 튀긴두부 유부 3g, 당근, 생것 5g, 우엉, 생것 10g, 피망, 푸른것 3g, 쇠고기, 한우, 우둔 10g, 소금, 식염 0.2g, 간장, 왜간장 0.2g, ","223.7","44.2","6.8","1.7","1.2","25.3","75.2","1.3","88.0","150.0","66.0","0.1","0.0","1.5","2.4","1024.jpg"
"밥류","찹쌀보리밥","① 쌀, 찹쌀, 보리를 섞어서 불린다.<br>② 적당량의 물을 부어 밥을 짓는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 쌀, 찹쌀, 백미 5g, 보리, 쌀보리 5g, ","210.0","46.3","4.2","0.2","1.0","8.2","44.6","0.8","1.4","74.0","0.0","0.1","0.0","0.8","0.0","1025.jpg"
"밥류","찹쌀팥밥","① 쌀, 찹쌀, 팥을 섞어서 불린다.<br>② 적당량의 물을 부어 밥을 짓는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 쌀, 찹쌀, 백미 5g, 팥, 붉은팥, 말린것 5g, ","208.3","45.2","4.7","0.3","1.4","13.6","62.2","1.0","1.2","136.6","0.0","0.1","0.0","0.9","0.0","1026.jpg"
"밥류","현미찹쌀밥","① 쌀, 찹쌀, 현미를 섞어서 불린다.<br>② 적당량의 물을 부어 밥을 짓는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 쌀, 찹쌀, 백미 5g, 쌀, 멥쌀, 논벼, 현미, 일반형 5g, ","210.4","46.2","4.0","0.4","0.7","7.2","54.4","0.9","1.2","70.0","0.0","0.1","0.0","0.9","0.0","1027.jpg"
"밥류","밤밥","① 쌀을 불린다.<br>② 불린 쌀과 밤을 섞어 적당량의 물을 부어서 밥을 짓는다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 밤, 생것 10g, ","190.2","42.0","3.6","0.3","0.8","9.8","40.3","0.8","1.2","108.3","0.8","0.1","0.0","0.8","1.2","1028.jpg"
"밥류","깻잎누드롤","① 햄은 굵직하게 채썰어 팬에 까실하게 굽고 김치는 줄기와 양파를 채썰어 팬에 수분이 없어질 때까지 볶아 준비한다.<br>② 그릇에 밥, 곱게 다진 깻잎, 통깨, 참기름, 소금을 넣고 고루 잘 섞어준다.<br>③ 구운 김밥용 김을 김발에 올리고 준비한 밥을 고루 편 다음 밥이 아래로 가도록 뒤집어 준비한다.<br>④ 안으로 말려 들어갈 부분으로 준비한 햄, 양파, 김치를 올리고 단단하게 말아서 적당한 크기로 썰어준다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 43g, 김치, 배추김치 25g, 들깻잎, 생것 2.5g, 돼지고기, 돼지고기가공품, 통조림, 런천미트 17g, 양파, 생것, 국내산 10g, 김 참김, 김밥용김 2g, 콩기름 2g, 참깨, 흰깨, 볶은것 0.2g, 참기름 0.3g, ","244.2","35.7","6.6","8.0","2.2","33.5","77.4","1.2","512.4","240.3","99.4","0.1","0.1","1.6","9.0","1029.jpg"
"밥류","꼬마김밥","① 단무지, 오이, 맛살은 굵직하게 채썰고 달걀은 지단을 부쳐 채썬다.<br>② 우엉은 채썰어 간장에 조리고 당근은 채썰어 식용유에 볶는다.<br>③ 구운 김밥용 김을 김발에 올리고 밥을 고루 편 후 준비한 재료를 올리고 단단하게 말아서 적당한 크기로 썰어준다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 34g, 무, 단무지 8g, 우엉, 생것 5g, 오이, 생것, 재래종 5g, 계란, 전란, 생것 50g, 김 참김, 김밥용김 2g, 당근, 생것 5g, 어묵, 게맛살 10g, 간장, 왜간장 0.2g, 콩기름 0.2g, ","222.0","30.2","10.8","6.0","1.5","64.1","149.4","1.8","251.2","224.5","191.0","0.1","0.2","1.0","4.6","1030.jpg"
"밥류","달걀버섯볶음밥","① 밥을 짓는다.<br>② 표고버섯을 적당한 크기로 썰어 볶다가 달걀을 풀어 볶는다.<br>③ ②와 밥을 함께 볶아낸다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 계란, 전란, 생것 30g, 표고버섯, 생것 20g, 콩기름 3g, 소금, 식염 0.1g, ","255.5","39.8","7.5","6.6","1.7","21.9","88.9","1.4","73.2","138.3","46.8","0.1","0.1","1.5","1.0","1031.jpg"
"밥류","마파두부덮밥","① 밥을 짓는다.<br>② 두부는 1센티 깍뚝썰기해서 살짝 데친다.<br>③ 팬에 고추기름을 내어 두르고 달궈지면 파와 마늘을 넣고 볶은 후 쇠고기를 넣고 살짝 볶는다.<br>④ ③에 두반장, 설탕, 간장을 넣는다.<br>⑤ ④에 두부를 넣고 물 녹말로 농도를 조절한 후 참기름으로 맛을 낸다. ","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 쌀, 찹쌀, 백미 10g, 두부, 두부 30g, 고추가루 0.3g, 파, 대파 0.5g, 마늘, 구근, 생것 1g, 쇠고기, 한우, 우둔 10g, 중화두반장소스 5g, 설탕, 백설탕 2g, 간장, 왜간장 1g, 전분, 감자녹말 1g, 참기름 1g, ","275.8","51.6","9.1","2.8","1.5","57.3","100.9","2.0","304.2","117.7","11.9","0.1","0.1","1.7","0.5","1032.jpg"
"밥류","불고기주먹밥","① 잘게 다진 쇠고기를 간장, 설탕, 참기름, 마늘로 양념하여 팬에 볶아준다.<br>② 버섯, 당근, 양파, 대파도 곱게 다져 소금 간하여 볶아준다.<br>③ 큰 그릇에 ①과 ②를 넣고 고루 잘 섞은 후 한 입 크기로 둥글게 밥을 뭉쳐준다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 32g, 쇠고기, 한우, 우둔 10g, 당근, 생것 3g, 표고버섯, 생것 3g, 파, 대파 2g, 양파, 생것, 국내산 5g, 참기름 0.2g, 설탕, 백설탕 1g, 마늘, 구근, 생것 1g, 간장, 왜간장 1g, ","136.6","26.8","4.6","0.8","0.8","9.5","49.7","0.8","66.0","100.2","41.5","0.0","0.0","1.2","1.4","1033.jpg"
"밥류","새우채소볶음밥","① 밥을 고슬고슬하게 짓는다.<br>② 새우살은 소금물에 데쳐낸다.<br>③ 햄, 당근, 양파, 양송이버섯을 잘게 다져 볶다가 새우, 밥, 케찹을 넣어 함께 볶아준다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 55g, 당근, 생것 2g, 양파, 생것, 국내산 3g, 양송이, 생것 2g, 햄, 스모크햄, 동원산업 3g, 새우, 잔새우, 생것 5g, 토마토케찹 3g, ","206.1","43.9","4.9","0.5","0.7","15.7","58.4","0.9","88.7","117.4","28.3","0.1","0.0","1.2","2.4","1034.jpg"
"밥류","채소주먹밥","① 달군 팬에 식용유를 두르고 잘 풀어둔 달걀을 부어 저어주면서 볶듯이 익혀준다.<br>② 달걀이 식으면 잘게 다져주고 양파, 피망, 당근도 곱게 다져 달군 팬에 기름없이 볶아 수분을 약간 날린다.<br>③ 큰 그릇에 밥, 준비해 둔 재료, 흑임자, 참기름, 소금을 넣고 잘 섞어 한 입 크기로 동글하게 뭉친다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 32g, 계란, 전란, 생것 30g, 표고버섯, 생것 3g, 피망, 푸른것 5g, 당근, 생것 3g, 양파, 생것, 국내산 5g, 참깨, 검정깨, 볶은것 0.1g, 콩기름 3g, ","190.6","25.9","6.1","6.5","0.8","22.2","77.1","1.1","39.8","105.2","87.7","0.1","0.1","0.7","3.4","1035.jpg"
"밥류","청포묵비빔밥","① 밥을 짓는다.<br>② 쇠고기, 호박은 가늘게 채썰어 볶고 계란은 지단을 부쳐 준비한다.<br>③ 청포묵은 적당한 크기로 채썰어 끓는 물에서 끓여낸다.<br>④ 밥을 적당량 담고 준비된 재료를 올려낸다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 녹두묵 10g, 쇠고기, 한우, 우둔 10g, 호박, 애호박, 생것 2g, 간장, 왜간장 1g, 참기름 1g, 계란, 전란, 생것 5g, ","209.1","39.6","6.2","2.2","0.6","11.4","67.9","1.1","73.0","94.8","9.5","0.1","0.0","1.4","0.9","1036.jpg"
"밥류","하이라이스","① 밥을 짓는다.<br>② 쇠고기, 감자, 당근, 양파는 사방 1.5cm 정도로 깍둑썰기하여 차례로 기름에 볶는다.<br>③ ②에 물을 붓고 한소끔 끓이다가 물에 잘 푼 하이라이스가루를 붓고 잘 저어가며 한 번 더 끓인다.<br>④ 밥과 ③을 함께 담아낸다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 하이라이스,분말 3g, 쇠고기, 한우, 우둔 10g, 감자, 생것 10g, 당근, 생것 5g, 양파, 생것, 국내산 5g, ","209.1","40.8","6.1","1.1","0.8","11.0","62.6","1.1","32.4","143.4","64.0","0.1","0.0","1.5","3.0","1037.jpg"
"밥류","햄김치볶음밥","① 밥을 짓는다.<br>② 햄, 김치는 한 입 크기로 나박썰기하고 당근과 양파는 잘게 다져 볶아준다.<br>③ ②에 밥을 넣고 함께 볶아낸다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 햄, 스모크햄, 동원산업 10g, 김치, 배추김치 25g, 콩기름 3g, 당근, 생것 2g, 양파, 생것, 국내산 3g, 소금, 식염 0.2g, ","226.2","40.8","5.4","4.2","1.3","20.6","81.8","1.0","455.4","168.7","37.1","0.1","0.0","1.6","8.2","1038.jpg"
"밥류","햄야채볶음밥","① 밥을 짓는다.<br>② 햄, 당근, 양파를 잘게 다져 볶아준다.<br>③ ②에 밥을 함께 넣고 볶아 소금으로 간을 한다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 50g, 햄, 스모크햄, 동원산업 10g, 당근, 생것 5g, 양파, 생것, 국내산 5g, 콩기름 3g, 소금, 식염 0.2g, ","223.4","40.6","4.9","4.1","0.7","10.3","69.0","0.8","169.9","107.4","62.8","0.1","0.0","1.4","5.0","1039.jpg"
"국,탕류","미역국","① 미역은 불린다.<br>② 쇠고기는 적당한 크기로 자른다.<br>③ 냄비에 참기름을 넣고 쇠고기를 적당히 볶다가 미역을 넣는다.<br>④ 적당량의 물과 다시마를 넣어 끓인다.","쇠고기, 수입우, 등심 10g, 미역, 말린것 1.5g, 간장, 재래간장 1g, 다시마, 생것 0.5g, 참기름 0.2g, ","23.9","0.7","2.0","1.5","0.7","15.3","23.7","0.3","160.8","130.1","2.7","0.0","0.0","0.6","0.4","2001.jpg"
"국,탕류","된장국","① 멸치로 국물을 내고 된장을 푼다.<br>② 감자, 양파, 대파를 넣고 다진 마늘을 약간 넣어 끓인다.","감자, 생것 20g, 된장, 된장 6g, 양파, 생것, 국내산 5g, 파, 대파 2g, 멸치, 자건품대 1g, 마늘, 구근, 생것 0.5g, ","26.5","4.0","1.9","0.4","0.6","26.6","39.4","0.4","270.2","140.0","2.6","0.0","0.0","0.6","5.1","2002.jpg"
"국,탕류","콩나물국","① 멸치, 다시마로 국물을 내고 씻은 콩나물을 넣고 뚜껑을 닫고 끓인다.<br>② 무, 파, 고춧가루와 소금을 넣고 더 끓인다.","콩나물, 생것 15g, 무, 조선무, 뿌리 7g, 파, 대파 1g, 멸치, 자건품대 2g, 다시마, 생것 0.5g, 마늘, 구근, 생것 0.5g, 고추가루 0.2g, ","13.2","0.8","2.0","0.4","0.6","47.6","42.7","0.3","60.4","109.1","9.2","0.0","0.0","0.5","2.6","2003.jpg"
"국,탕류","쇠고기국","① 멸치와 다시마로 국물을 내고 쇠고기를 먼저 넣고 푹 끓인다.<br>② 무, 콩나물, 파를 넣어 더 끓인다.","쇠고기, 수입우, 등심 8g, 무, 조선무, 뿌리 10g, 콩나물, 생것 5g, 파, 대파 1g, 간장, 재래간장 3g, 멸치, 자건품대 2g, 다시마, 생것 0.5g, ","26.2","0.7","3.1","1.2","0.3","46.6","53.0","0.5","279.8","117.8","3.7","0.0","0.0","0.8","2.3","2004.jpg"
"국,탕류","달걀국","① 다시마와 멸치를 넣고 끓이다가 달걀을 푼 다음 부추와 함께 넣어 더 끓인다.<br>② 국간장, 소금으로 간을 맞춘다.","계란, 전란, 생것 10g, 부추, 생것 2g, 파, 대파 1g, 멸치, 자건품대 1g, 간장, 재래간장 1g, 다시마, 생것 0.5g, 소금, 식염 0.3g, ","20.3","0.3","2.0","1.2","0.1","27.0","34.3","0.4","216.6","56.5","30.3","0.0","0.0","0.2","1.1","2005.jpg"
"국,탕류","북어국","① 다시마와 멸치를 넣고 국물을 내고 물에 담궈 둔 북어를 찢어 넣어 끓인다. ② 무, 파를 적당한 크기로 썰어 넣어 끓이다가 다진 마늘, 소금으로 간을 한다.<br>③ 달걀을 조금 푼다.","명태, 건 북어 4g, 무, 조선무, 뿌리 5g, 파, 대파 1g, 멸치, 자건품대 1g, 간장, 재래간장 1g, 마늘, 구근, 생것 0.5g, 다시마, 생것 0.5g, 소금, 식염 0.2g, 계란, 전란, 생것 7g, ","30.3","0.5","4.6","1.0","0.2","41.3","64.9","0.4","209.4","110.4","13.3","0.0","0.0","0.5","1.1","2006.jpg"
"국,탕류","감자국","① 적당량의 물에 멸치와 다시마를 넣어 국물을 낸다.<br>② 감자, 양파, 호박, 파를 각각 알맞은 크기로 자른다.<br>③ 감자를 넣고 한소끔 끓이고 양파, 호박, 파, 국간장, 마늘을 넣어 끓인다.","감자, 생것 15g, 양파, 생것, 국내산 2g, 호박, 개량종, 생것 7g, 멸치, 자건품대 1g, 파, 대파 1.5g, 간장, 재래간장 1.5g, 마늘, 구근, 생것 0.5g, 다시마, 생것 0.5g, ","15.5","2.4","1.3","0.2","0.6","24.4","28.8","0.3","139.0","128.4","8.3","0.0","0.0","0.4","4.3","2007.jpg"
"국,탕류","어묵국","① 적당량의 물에 멸치와 다시마를 넣어 국물을 낸다.<br>② 어묵과 무를 알맞은 크기로 자른다.<br>③ 자른 어묵과 무, 국간장을 넣어 끓인다.","어묵, 튀김 20g, 간장, 재래간장 2g, 멸치, 자건품대 1g, 무, 조선무, 뿌리 10g, 다시마, 생것 0.5g, ","33.9","4.0","3.1","0.6","0.2","35.2","38.1","0.4","325.1","82.4","1.4","0.0","0.0","0.3","1.6","2008.jpg"
"국,탕류","배추국","① 적당량의 물에 멸치와 다시마를 넣어 국물을 낸다.<br>② 배추와 콩가루, 국간장, 마늘을 넣어 끓인다.","배추, 얼갈이 15g, 콩가루, 볶은것 1g, 간장, 재래간장 2g, 멸치, 자건품대 1g, 다시마, 생것 0.5g, 마늘, 구근, 생것 0.5g, ","10.3","0.9","1.2","0.3","0.4","32.2","31.0","0.4","175.0","97.8","9.8","0.0","0.0","0.3","3.7","2009.jpg"
"국,탕류","시금치국","① 적당량의 물에 멸치와 다시마를 넣어 국물을 낸다.<br>② 파는 알맞은 크기로 자른다.<br>③ 우려낸 국물에 된장을 풀고 시금치, 건새우, 마늘, 국간장, 파를 넣고 끓인다.","시금치, 생것, 노지 15g, 파, 대파 1.5g, 새우, 잔새우, 말린것 1g, 간장, 재래간장 1g, 된장, 된장 1g, 멸치, 자건품대 1g, 마늘, 구근, 생것 0.5g, 다시마, 생것 0.5g, ","13.6","1.3","1.8","0.2","0.6","49.5","35.4","0.6","157.6","124.2","93.6","0.0","0.1","0.3","9.4","2010.jpg"
