MEAL_CLSF_NM,MEAL_NM,COOK_MTH_CONT,MATRL_NM,CALORIE_QY,CARBOH_QY,PROTEIN_QY,FAT_QY,CELLU_QY,CALCIUM_QY,PHOSPH_QY,FE_QY,NATRIUM_QY,POTASSIUM_QY,VITAMINA_QY,THIAMIN_QY,RIBOFLAMIN_QY,NIACIN_QY,VITAMINC_QY,MEAL_PICTR_FILE_NM
"볶음류","쇠고기짜장볶음","① 쇠고기는 채썰어 청주, 설탕, 전분가루에 재어둔다.<br>② 부추, 양파, 홍피망, 양배추는 적당한 크기로 썬다.<br>③ 팬에 식용유를 두르고 마늘을 볶다가 쇠고기를 넣어 볶는다.<br>④ 고기가 거의 다 익으면 채소와 춘장을 넣어 볶는다.","쇠고기, 한우, 우둔 10g, 부추, 생것 5g, 양배추, 생것 5g, 양파, 생것, 국내산 5g, 피망, 붉은것 5g, 생강, 구근, 국내산 0.1g, 마늘, 구근, 생것 0.2g, 콩기름 0.2g, 짜장 춘장 1g, 청주 1g, 전분, 감자녹말 2g, 설탕, 백설탕 0.2g, ","31.6","3.3","2.7","0.8","0.4","6.9","28.6","0.6","8.0","83.1","52.7","0.0","0.0","0.7","13.7","10043.jpg"
"볶음류","쇠고기피망볶음","① 쇠고기는 가늘게 채썰어 진간장 , 설탕, 청주, 전분을 넣고 함께 버무린다. <br>② 피망과 양파는 가늘게 채썬다.<br>③ 팬에 마늘을 넣고 볶다가 쇠고기를 넣고 센불에서 볶는다.<br>④ 쇠고기가 어느정도 익으면 양파, 피망을 넣고 볶는다.","쇠고기, 한우, 우둔 10g, 피망, 푸른것 8g, 양파, 생것, 국내산 3g, 마늘, 구근, 생것 0.2g, 청주 0.2g, 간장, 왜간장 0.2g, 설탕, 백설탕 0.2g, 전분, 감자녹말 1g, 콩기름 0.2g, ","22.2","1.6","2.2","0.7","0.2","2.4","24.4","0.4","17.6","51.2","6.3","0.0","0.0","0.7","4.7","10044.jpg"
"볶음류","소시지케찹볶음","① 소시지, 피망, 당근, 양파를 적당한 크기로 썬다.<br>② 팬에 식용유를 두르고 ①의 재료를 볶다가 케찹, 진간장, 설탕을 넣고 간하여  볶는다.","돼지고기, 돼지고기가공품, 소시지, 비엔나, 위너 10g, 피망, 푸른것 8g, 양파, 생것, 국내산 3g, 당근, 생것 2g, 간장, 왜간장 0.2g, 설탕, 백설탕 0.2g, 토마토케찹 1g, 콩기름 0.2g, ","36.9","1.7","1.5","2.7","0.3","3.6","22.8","0.2","109.4","53.0","31.1","0.0","0.0","0.4","5.4","10045.jpg"
"볶음류","애호박건새우볶음","① 애호박은 반달모양으로 썰고 홍고추는 가늘게 채썬다.<br>② 참기름을 두른 팬에 애호박과 건새우를 넣고 볶는다.<br>③ 새우젓으로 간하고 홍고추를 넣고 볶는다.<br>④ 통깨를 뿌려낸다.","호박, 애호박, 생것 10g, 새우, 잔새우, 말린것 2g, 고추, 붉은고추, 생것 0.5g, 참기름 1g, 새우, 젓 0.2g, 참깨, 흰깨, 볶은것 0.2g, ","19.8","1.1","1.3","1.2","0.1","47.6","28.0","0.1","31.0","43.7","8.1","0.0","0.0","0.2","4.1","10046.jpg"
"볶음류","애호박버섯볶음","① 애호박은 채썰고 느타리버섯은 끓는 물에 살짝 데친 후 적당한 크기로 찢는다. <br>② 팬에 식용유를 두르고 마늘, 애호박, 느타리버섯을 넣고 볶다가 소금, 설탕, 참기름을 넣어 볶는다.<br>③ 통깨를 뿌려낸다.","호박, 애호박, 생것 15g, 느타리버섯, 생것 10g, 마늘, 구근, 생것 0.2g, 설탕, 백설탕 0.2g, 참기름 0.1g, 참깨, 흰깨, 볶은것 1g, 소금, 식염 0.1g, 콩기름 0.2g, ","17.7","2.3","0.6","0.9","0.6","14.7","22.4","0.3","34.2","75.8","4.1","0.0","0.0","0.6","5.6","10047.jpg"
"볶음류","어묵떡볶이","① 떡, 어묵, 양배추를 적당한 크기로 썬다.<br>② 끓는 물에 떡과 어묵을 데쳐낸다. <br>③ 팬에 식용유를 두르고 떡, 어묵, 양배추, 고추장, 케첩, 설탕을 넣고 볶는다.","쌀, 멥쌀, 논벼, 가래떡 흰떡 30g, 어묵, 튀김 7g, 고추장 3g, 토마토케찹 3g, 설탕, 백설탕 1g, 양배추, 생것 10g, 콩기름 0.2g, ","100.3","20.8","2.4","0.7","0.7","11.2","30.0","0.3","220.5","64.3","14.5","0.0","0.0","0.7","3.5","10048.jpg"
"볶음류","어묵맛살볶음","① 어묵은 끓는 물에 살짝 데친 후 적당한 굵기로 채썬다.<br>② 양파, 피망, 게맛살은 가늘게 채썬다.<br>③ 팬에 식용유를 두르고 마늘, 어묵, 채소, 맛살을 넣고 볶다가 진간장, 물엿을 넣고 간하여 볶는다.","어묵, 튀김 10g, 양파, 생것, 국내산 5g, 피망, 푸른것 2.5g, 콩기름 0.2g, 간장, 왜간장 0.2g, 어묵, 게맛살 5g, 엿, 물엿 0.2g, 설탕, 백설탕 0.2g, 마늘, 구근, 생것 0.2g, 참깨, 흰깨, 볶은것 0.2g, ","26.4","3.5","1.9","0.6","0.2","20.1","22.9","0.2","126.6","33.0","1.6","0.0","0.0","0.1","1.7","10049.jpg"
"볶음류","어묵피망볶음","① 어묵은 끓는 물에 살짝 데친 후 적당한 굵기로 채썬다.<br>② 양파, 피망은 가늘게 채썬다.<br>③ 팬에 식용유를 두르고 마늘, 어묵, 채소를 넣고 볶다가 진간장, 물엿, 참기름을 넣고 간하여 볶는다.<br>④ 통깨를 뿌려낸다.","어묵, 튀김 15g, 피망, 푸른것 5g, 양파, 생것, 국내산 5g, 참깨, 흰깨, 볶은것 0.2g, 간장, 왜간장 0.2g, 참기름 0.1g, 엿, 물엿 0.2g, 마늘, 구근, 생것 0.2g, 콩기름 0.2g, ","28.3","3.5","1.9","0.8","0.2","12.4","17.9","0.2","124.5","39.0","3.2","0.0","0.0","0.1","3.1","10050.jpg"
"볶음류","오삼불고기","① 삼겹살은 먹기 좋은 크기로 썰고, 오징어는 칼집을 내어 적당한 크기로 썬다.<br>② 홍피망, 청피망, 양파는 채썬다.? <br>③ 삼겹살과 오징어를 고추장, 설탕, 마늘을 넣고 양념한다.<br>④ 팬에 식용유를 두르고 삼겹살과 오징어를 볶다가 채소, 참기름을 넣고 볶는다. ","오징어, 생것 15g, 돼지고기, 삼겹살 15g, 양파, 생것, 국내산 7g, 피망, 푸른것 1.5g, 피망, 붉은것 1g, 설탕, 백설탕 0.5g, 고추장 3g, 마늘, 구근, 생것 0.2g, 엿, 물엿 0.2g, 콩기름 0.2g, 참기름 0.2g, ","78.4","2.7","5.6","4.9","0.3","6.7","63.5","0.2","124.6","108.8","17.4","0.1","0.1","1.2","3.7","10051.jpg"
"볶음류","오이볶음","① 오이는 얇고 동그랗게 썰어 소금으로 간한 후 물기를 제거한다.<br>② 팬에 식용유를 두르고 마늘, 오이, 참기름을 넣고 볶는다.<br>③ 통깨와  실고추를 올린다.","오이, 생것, 재래종 30g, 소금, 식염 0.2g, 마늘, 구근, 생것 0.2g, 참기름 0.1g, 콩기름 0.2g, 참깨, 흰깨, 볶은것 0.2g, 실고추 0.1g, ","7.1","0.6","0.3","0.4","0.3","10.3","11.6","0.1","68.7","51.1","9.6","0.0","0.0","0.1","3.2","10052.jpg"
"볶음류","오징어채볶음","① 오징어채를 가늘게 자른다. <br>② 팬에 식용유를 두르고 오징어, 진간장, 설탕을 넣고 볶는다.<br>③ 통깨를 뿌린다.","오징어채,조미 5g, 설탕, 백설탕 0.2g, 간장, 왜간장 0.2g, 참깨, 흰깨, 볶은것 0.1g, 콩기름 0.2g, ","18.6","1.6","2.0","0.4","0.0","2.4","24.2","0.1","96.0","13.8","0.0","0.0","0.0","0.2","0.0","10053.jpg"
"볶음류","유산슬","① 돼지고기, 피망, 양파는 채썰고, 팽이버섯은 적당한 길이로 썬다.<br>② 팬에 식용유를 두르고 돼지고기를 볶다가 채소를 넣고 볶는다.<br>③ 진간장, 청주, 참기름을 넣어 간하고 녹말물을 풀어 넣어 걸쭉하게 농도를 맞춘다.","돼지고기, 등심, 날것 4g, 새우, 잔새우, 생것 5g, 팽이버섯, 생것 3g, 피망, 푸른것 3g, 피망, 붉은것 3g, 양파, 생것, 국내산 5g, 전분, 감자녹말 2g, 참기름 0.5g, 청주 0.2g, 콩기름 0.3g, 간장, 왜간장 0.3g, ","30.8","2.6","1.7","1.5","0.3","8.2","21.4","0.3","38.6","56.8","14.4","0.0","0.0","0.6","8.0","10054.jpg"
"볶음류","잔멸치볶음","①?팬에 식용유를 두르고 잔멸치를 노릇하게 볶는다.<br>② 잔멸치가 노릇하게 볶아지면 마늘, 진간장, 설탕을 넣고 간하여 볶는다.","멸치, 자건품소 5g, 콩기름 0.2g, 마늘, 구근, 생것 0.2g, 간장, 왜간장 0.2g, 설탕, 백설탕 0.2g, ","14.8","0.3","2.3","0.5","0.0","45.8","49.6","0.3","174.2","59.6","0.0","0.0","0.0","0.4","0.0","10055.jpg"
"볶음류","쥐어채볶음","① 쥐어채는?먹기좋은? 크기로?자른다.<br>② 팬에?식용유를?두르고?쥐어채, 설탕을?넣어?볶는다.<br>③ 통깨를 뿌려낸다.","쥐치, 포, 말린것 2.5g, 콩기름 0.2g, 참기름 0.1g, 참깨, 흰깨, 볶은것 0.2g, 설탕, 백설탕 0.2g, ","12.9","1.1","1.1","0.5","0.0","5.4","7.1","0.1","37.6","13.5","0.0","0.0","0.0","0.1","0.0","10056.jpg"
"볶음류","청경채볶음","① 청경채는 적당한 크기로 썰고 새송이 버섯은 채썰어 끓는 물에 데친다.<br>② 팬에 식용유를 두르고 마늘, 진간장, 참기름을 넣어 볶는다.","청경채 중국채소 15g, 양송이, 생것 10g, 마늘, 구근, 생것 0.2g, 간장, 왜간장 0.2g, 콩기름 0.2g, 참기름 0.1g, ","6.8","0.5","0.6","0.4","0.6","14.2","15.2","0.2","14.3","91.2","51.8","0.0","0.1","0.5","7.5","10057.jpg"
"볶음류","취나물볶음","① 취나물은 끓는 물에 살짝 데친 후 물기를 제거한다.<br>② 팬에 식용유를 두르고 마늘, 참기름, 소금으로 간하여 볶는다.<br>③ 통깨를 뿌려낸다.","취나물, 말린것 20g, 콩기름 0.2g, 소금, 식염 0.2g, 참기름 0.1g, 마늘, 구근, 생것 0.2g, 참깨, 흰깨, 볶은것 0.2g, ","49.4","8.6","4.5","0.9","6.4","48.6","36.6","1.8","89.8","665.1","6.6","0.0","0.0","0.8","1.2","10058.jpg"
"볶음류","콩나물잡채","① 콩나물 머리와 꼬리를 떼고 끓는 물에 데친다.<br>② 쇠고기, 피망, 당근은 채썬다.<br>③ 팬에 식용유를 두르고 쇠고기를 볶다가 피망, 당근, 진간장, 마늘을 넣고 볶는다.","콩나물, 생것 13g, 피망, 푸른것 5g, 당근, 생것 3g, 쇠고기, 한우, 우둔 5g, 간장, 왜간장 0.2g, 마늘, 구근, 생것 0.2g, 참깨, 흰깨, 볶은것 0.1g, ","13.4","0.7","1.8","0.5","0.6","7.3","21.8","0.3","15.8","66.0","41.5","0.0","0.0","0.5","4.0","10059.jpg"
"볶음류","팽이버섯볶음","① 팽이버섯은 적당한 길이로 자르고 피망은 채썬다.<br>② 팬에 식용유를 두르고 마늘, 피망, 팽이버섯, 참기름, 소금을 넣고 볶는다.","팽이버섯, 생것 20g, 마늘, 구근, 생것 0.2g, 피망, 푸른것 2g, 소금, 식염 0.2g, 참기름 0.2g, ","8.8","1.4","0.6","0.3","0.6","0.7","14.4","0.2","68.1","51.8","1.3","0.1","0.0","1.1","1.5","10060.jpg"
"볶음류","표고버섯볶음","① 표고버섯은 얇게 썰어 채썬다.<br>② 팬에 식용유를 두르고 마늘, 표고버섯, 진간장, 설탕을 넣고 볶는다.<br>③ 통깨를 뿌려낸다.","표고버섯, 생것 10g, 마늘, 구근, 생것 0.2g, 간장, 왜간장 0.2g, 설탕, 백설탕 0.2g, 참깨, 흰깨, 볶은것 0.2g, ","6.1","0.8","0.3","0.1","0.6","2.8","4.4","0.2","12.1","28.6","0.0","0.0","0.0","0.4","0.5","10061.jpg"
"볶음류","피망채죽순볶음","① 쇠고기, 피망, 죽순은 채썰고 쪽파는 적당한 길이로 자른다.<br>②?팬에 식용유를 두르고 쇠고기를 볶다가 죽순, 피망, 쪽파를 넣는다. <br>③?②의 재료에 간장, 마늘, 참기름, 청주, 후추가루를 넣고 볶는다.<br>④ 통깨를 뿌려낸다.","피망, 푸른것 3g, 피망, 붉은것 2g, 죽순, 통조림 13g, 쇠고기, 한우, 등심 7g, 파, 소파 1g, 콩기름 0.2g, 참깨, 흰깨, 볶은것 0.1g, 후추, 분말 0.01g, 청주 1g, 마늘, 구근, 생것 0.2g, 참기름 0.2g, ","23.5","0.6","1.8","1.5","0.5","5.4","15.5","0.2","4.2","34.2","11.8","0.0","0.0","0.5","5.7","10062.jpg"
"볶음류","해초볶음","① 해초는 적당한 길이로 자르고 피망은 채썬다.<br>② 팬에 식용유를 두르고 해초, 마늘, 피망, 참기름을 넣고 볶는다.","톳, 생것 30g, 마늘, 구근, 생것 0.2g, 참기름 0.2g, 피망, 붉은것 2g, 콩기름 0.2g, ","11.5","1.7","0.4","0.5","0.6","26.6","10.5","0.4","68.5","393.6","45.6","0.0","0.0","0.1","12.2","10063.jpg"
"볶음류","호두멸치볶음","① 호두는 적당한 크기로 자른다.<br>② 팬에 식용유를 두르고 멸치, 호두를 넣고 볶다가 간장, 청주, 물엿을 넣어 볶는다.<br>③ 통깨를 뿌려낸다.","호두, 말린것 5g, 멸치, 자건품소 5g, 엿, 물엿 2g, 간장, 왜간장 1g, 청주 1g, 콩기름 0.2g, 참깨, 흰깨, 볶은것 0.1g, ","54.3","2.1","3.1","3.9","0.3","51.8","67.7","0.5","221.4","80.4","0.2","0.0","0.0","0.4","0.0","10064.jpg"
"김치류","배추김치","배추김치","김치, 배추김치 15g, ","2.7","0.4","0.3","0.1","0.4","7.0","8.7","0.1","171.9","45.0","7.2","0.0","0.0","0.1","2.1","11001.jpg"
"김치류","깍두기","깍두기","김치, 깍두기 20g, ","6.6","1.3","0.3","0.1","0.6","7.4","8.0","0.1","119.2","80.0","7.6","0.0","0.0","0.1","3.8","11002.jpg"
"김치류","오이소박이","오이소박이","김치, 오이소박이 20g, ","3.4","0.5","0.3","0.1","0.5","8.8","10.8","0.1","121.4","61.8","21.2","0.0","0.0","0.1","2.6","11003.jpg"
"김치류","열무김치","열무김치","김치, 열무김치 15g, ","3.4","0.5","0.4","0.1","0.5","12.3","6.4","0.3","127.6","48.6","76.2","0.0","0.0","0.1","3.8","11004.jpg"
"김치류","백김치","백김치","김치, 백김치 25g, ","2.0","0.4","0.2","0.0","0.4","5.2","6.2","0.1","105.5","29.0","2.2","0.0","0.0","0.1","2.5","11005.jpg"
"김치류","깻잎김치","깻잎김치","들깻잎, 통조림 15g, ","8.6","1.3","0.7","0.3","0.9","24.9","6.3","0.6","251.8","24.9","109.5","0.0","0.0","0.1","0.0","11006.jpg"
"김치류","단무지","① 단무지는 적당한 크기로 자른다.","무, 단무지 40g, ","4.8","1.2","0.2","0.0","0.9","9.6","7.2","0.2","447.6","58.0","0.0","0.0","0.0","0.1","2.8","11007.jpg"
"김치류","오이피클","① 오이피클은 적당한 크기로 자른다.","오이, 오이피클 20g, ","20.6","5.6","0.1","0.1","0.2","3.6","1.2","0.1","144.6","6.4","1.8","0.0","0.0","0.0","0.0","11008.jpg"
"김치류","총각김치","총각김치","김치, 총각김치 20g, ","6.2","1.1","0.5","0.1","0.6","11.0","9.6","0.2","143.2","54.8","25.2","0.0","0.0","0.2","4.8","11009.jpg"
"김치류","나박김치","나박김치","김치, 나박김치 20g, ","1.8","0.3","0.2","0.0","0.3","7.2","1.4","0.0","251.2","13.2","15.4","0.0","0.0","0.1","2.0","11010.jpg"
"김치류","무김치","무김치","김치, 동치미 20g, ","2.2","0.5","0.1","0.0","0.2","3.6","3.4","0.0","121.8","24.0","3.0","0.0","0.0","0.0","1.8","11011.jpg"
"간식류","우유","우유","우유, 가공우유, 보통 200g, ","126.0","9.6","6.2","6.8","0.0","200.0","190.0","0.2","100.0","300.0","62.0","0.1","0.3","0.2","2.0","12001.jpg"
"간식류","요구르트","요구르트","요구르트, 액상 80g, ","52.0","11.9","1.2","0.1","0.0","31.2","0.2","0.1","49.6","104.0","0.0","0.0","0.1","0.0","0.0","12002.jpg"
"간식류","요구르트(호상)","요구르트(호상)","요구르트, 호상 100g, ","103.0","16.8","3.5","2.4","0.2","166.0","123.0","0.5","3.0","0.0","29.0","0.1","0.1","0.4","8.0","12003.jpg"
"간식류","두유","두유","두유 200g, ","110.0","9.6","7.0","5.6","3.0","44.0","108.0","1.4","110.0","342.0","0.0","0.1","0.0","0.8","0.0","12004.jpg"
"간식류","씨리얼","씨리얼","시리얼, 콘푸레이크 20g, ","76.0","16.6","1.3","0.6","0.5","1.0","7.6","0.6","139.6","12.2","131.6","0.3","0.2","3.9","13.6","12005.jpg"
"간식류","오렌지주스","오렌지주스","오렌지, 쥬스 100g, ","42.0","10.5","0.7","0.2","0.1","11.0","21.0","0.2","2.0","131.0","12.0","0.1","0.0","0.5","40.0","12006.jpg"
"간식류","바나나","바나나","바나나, 생과 100g, ","93.0","24.1","1.2","0.2","1.8","7.0","21.0","0.6","2.0","335.0","7.0","0.0","0.0","0.5","8.0","12007.jpg"
"간식류","사과","사과","사과, 생과, 부사 100g, ","57.0","15.3","0.3","0.1","0.0","3.0","8.0","0.3","3.0","95.0","3.0","0.0","0.0","0.1","4.0","12008.jpg"
"간식류","모닝빵","모닝빵","식빵, 식빵 30g, ","83.1","14.0","2.8","1.7","1.0","8.4","24.9","0.3","80.1","32.4","0.6","0.0","0.0","0.3","0.0","12009.jpg"
"간식류","방울토마토","방울토마토","체리토마토 100g, ","16.0","3.3","0.9","0.1","1.4","14.0","41.0","0.4","6.0","183.0","241.0","0.1","0.0","0.9","21.0","12010.jpg"
"간식류","귤","귤","귤, 생과, 조생 80g, ","31.2","8.0","0.4","0.1","0.9","13.6","9.6","0.1","0.8","104.0","8.0","0.1","0.0","0.2","28.0","12011.jpg"
"간식류","식혜","식혜","식혜 100g, ","104.0","22.7","2.4","0.1","0.4","75.0","25.0","0.4","2.0","10.0","0.0","0.0","0.0","0.2","0.0","12012.jpg"
"간식류","수박","수박","수박, 생과, 적육질 200g, ","62.0","15.0","1.4","0.4","0.4","8.0","28.0","0.4","6.0","204.0","52.0","0.1","0.0","0.4","12.0","12013.jpg"
"간식류","미수가루","미수가루","보리, 미숫가루 12g, 설탕, 백설탕 5g, ","62.3","13.6","1.4","0.3","0.9","8.4","33.4","0.4","0.3","22.2","0.0","0.0","0.0","0.6","0.0","12014.jpg"
"간식류","인절미","인절미","쌀, 찹쌀, 인절미, 콩고물 40g, ","86.8","17.8","2.0","0.7","0.7","7.6","20.0","0.6","138.8","35.2","0.0","0.0","0.0","0.3","0.0","12015.jpg"
"간식류","삶은고구마","고구마","고구마, 생것 90g, ","115.2","27.3","1.3","0.2","2.1","21.6","48.6","0.4","13.5","386.1","17.1","0.0","0.0","0.6","22.5","12016.jpg"
"간식류","삶은감자","감자","감자, 생것 100g, ","55.0","11.6","2.5","0.1","1.4","6.0","51.0","0.8","3.0","396.0","0.0","0.1","0.0","1.3","21.0","12017.jpg"
"간식류","삶은계란","계란","계란, 전란, 생것 50g, ","79.0","0.5","6.4","5.5","0.0","23.5","84.0","0.9","63.0","60.0","78.0","0.0","0.1","0.0","0.0","12018.jpg"
"간식류","토스트","식빵","식빵, 토스트 30g, ","87.0","16.2","2.7","1.2","0.8","35.7","30.9","1.0","177.6","39.3","0.0","0.1","0.1","1.2","0.0","12019.jpg"
"간식류","치즈","치즈","치즈, 가공치즈 20g, ","62.4","1.1","3.7","4.8","0.0","100.6","168.8","0.1","226.8","16.4","47.6","0.0","0.1","0.0","0.0","12020.jpg"
"간식류","떡볶이","떡볶이","간장, 왜간장 1g, 고추가루 1.5g, 고추장 3g, 설탕, 백설탕 1g, 쌀, 멥쌀, 논벼, 가래떡 흰떡 30g, 양배추, 생것 5g, 양파, 생것, 국내산 5g, 참기름 1g, ","98.8","19.4","1.8","1.5","1.2","7.0","28.0","0.4","188.1","81.1","62.2","0.0","0.0","0.9","2.2","12021.jpg"
"간식류","카스텔라","카스텔라","카스테라, 카스테라 30g, ","96.9","16.5","2.0","2.6","0.2","13.2","34.8","0.4","31.5","27.0","18.0","0.0","0.0","0.1","0.0","12022.jpg"
"간식류","꿀호떡","찐옥수수","쌀, 찹쌀, 꿀떡 30g, ","64.5","14.1","1.0","0.1","0.2","6.9","13.8","0.8","107.7","22.5","0.0","0.0","0.0","0.4","0.0","12023.jpg"
"간식류","배","배","배, 생과, 국내산, 신고 100g, ","39.0","10.3","0.3","0.1","1.8","2.0","11.0","0.2","3.0","171.0","0.0","0.0","0.0","0.1","4.0","12024.jpg"
"간식류","롤빵","롤빵","롤빵, 소프트롤 40g, ","111.6","19.8","3.5","2.0","1.1","15.2","32.0","0.4","196.0","40.0","0.0","0.0","0.0","0.3","0.0","12025.jpg"
