MEAL_CLSF_NM,MEAL_NM,COOK_MTH_CONT,MATRL_NM,CALORIE_QY,CARBOH_QY,PROTEIN_QY,FAT_QY,CELLU_QY,CALCIUM_QY,PHOSPH_QY,FE_QY,NATRIUM_QY,POTASSIUM_QY,VITAMINA_QY,THIAMIN_QY,RIBOFLAMIN_QY,NIACIN_QY,VITAMINC_QY,MEAL_PICTR_FILE_NM
"죽류","양송이스프","① 얇게 썬 양송이와 양파를 볶다가 물을 붓고 끓인다.<br>② ①을 믹서기에 곱게 간 후 휘핑크림으로 맛을 내고 소금, 후추로 간을 맞춘다.","양송이, 생것 30g, 양파, 생것, 국내산 7g, 크림, 중휘핑 7g, 밀가공식품, 밀가루, 중력분 5g, 버터 4g, 소금, 식염 0.2g, 후추, 분말 0.01g, ","79.1","4.9","1.9","6.1","0.7","9.3","38.2","0.4","100.3","187.2","41.4","0.0","0.2","1.3","1.5","3021.jpg"
"죽류","옥수수죽","① 옥수수는 물기를 빼고 믹서기에 곱게 간다.<br>② 불린 쌀을 볶다가 물을 붓고 끓인다.<br>③ ②에 갈아 둔 옥수수를 넣고 끓이다가 소금으로 간을 맞춘다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 12g, 옥수수, 옥수수통조림, 가당 15g, 소금, 식염 0.2g, 참기름 0.2g, ","56.4","11.9","1.1","0.4","0.4","2.2","17.2","0.2","104.0","37.9","0.8","0.0","0.0","0.4","0.6","3022.jpg"
"죽류","잣죽","① 불린 찹쌀과 잣은 물을 붓고 믹서기에 곱게 간다.<br>② 저어가며 끓인 후 소금으로 간을 맞춘다.","쌀, 찹쌀, 백미 15g, 잣, 말린것 10g, 소금, 식염 0.2g, ","122.6","13.2","2.6","6.9","0.4","2.5","78.6","0.9","68.0","87.9","0.0","0.1","0.0","0.6","0.0","3023.jpg"
"죽류","참치채소죽","① 쌀은 충분히 불리고 참치는 기름기를 빼둔다.<br>② 불린 쌀, 참치, 잘게 다진 당근을 볶다가 물을 붓고 끓인다.<br>③ 쌀이 퍼지면 파, 마늘을 넣고 소금으로 간을 맞춘다.","쌀, 멥쌀, 논벼, 백미 국내산, 일반형, 일품 15g, 다랑어, 후레쉬참치, 동원산업 7.5g, 당근, 생것 3g, 파, 대파 1g, 마늘, 구근, 생것 0.5g, 소금, 식염 0.2g, 참기름 0.2g, ","64.2","12.0","2.7","0.5","0.3","4.4","25.7","0.5","96.5","48.4","39.0","0.0","0.0","1.1","0.4","3024.jpg"
"면,만두류","국수","① 소면을 삶는다.<br>② 당근, 호박, 쇠고기를 채썰어 식용유에 볶아 고명으로 준비한다.<br>③ 달걀을 지단으로 준비한다.<br>④ 무, 양파, 멸치, 다시마로 다시물을 우려낸다.<br>⑤ 국간장, 고춧가루, 깨소금, 참기름으로 양념장을 만든다.<br>⑥ 김을 고명으로 올린다.","국수, 마른것 40g, 당근, 생것 3g, 호박, 개량종, 생것 5g, 쇠고기, 수입우, 등심 3g, 계란, 전란, 생것 2.5g, 김 참김, 마른김 0.2g, 콩기름 1g, 무, 조선무, 뿌리 2g, 양파, 생것, 국내산 2g, 멸치, 자건품대 2g, 다시마, 생것 0.5g, 간장, 재래간장 4g, 깨소금 0.2g, 참기름 0.2g, ","180.5","30.8","7.2","2.4","1.5","64.3","97.3","1.3","362.0","164.7","54.3","0.1","0.2","1.2","1.3","4001.jpg"
"면,만두류","칼국수","① 생칼국수를 준비한다.<br>② 오징어, 바지락살, 호박, 양파, 당근, 마늘을 준비한다.<br>③ 무, 양파, 멸치, 다시마로 다시물을 우려낸다.<br>④ 다시물에 생칼국수와 재료들을 넣어 끓이고 국간장으로 간을 한다.","칼국수, 생칼국수, 풀무원 55g, 오징어, 생것 30g, 바지락, 생것, 자연산 7g, 호박, 개량종, 생것 8g, 당근, 생것 3g, 마늘, 구근, 생것 2g, 무, 조선무, 뿌리 1g, 양파, 생것, 국내산 2g, 멸치, 자건품대 2g, 다시마, 생것 2g, 간장, 재래간장 1g, ","187.9","33.9","10.6","1.0","2.5","60.1","142.0","1.2","638.1","285.4","48.1","0.1","0.0","1.5","2.3","4002.jpg"
"면,만두류","수제비","① 밀가루에 소금과 따뜻한 물을 넣어 말랑하게 반죽하여 젖은 보에 싸둔다.<br>② 부추는 3~4cm, 호박은 부채꼴모양으로 썰고, 오징어는 3cm로 채를 썬다.<br>③ 멸치와 다시마로 물을 끓인 후 밀가루반죽을 얇게 뜯어 넣는다.<br>④ 다른 재료들을 넣은 후 끓인다.","밀가공식품, 밀가루, 중력분 25g, 부추, 생것 1g, 호박, 개량종, 생것 7g, 새우, 보리새우, 생것 0.5g, 오징어, 생것 7g, 조개살, 생것 2g, 멸치, 자건품대 2g, 다시마, 생것 1g, 김 참김, 마른김 0.1g, ","99.4","19.1","5.5","0.7","1.0","49.8","73.1","0.5","88.2","149.8","17.1","0.1","0.0","0.9","1.4","4003.jpg"
"면,만두류","스파게티","① 스파게티는 끓는 물에 소금을 넣고 10분간 삶은 후에 소쿠리에 건져 물기를 뺀다.<br>② 쇠고기, 당근, 피망, 양파는 다지고 양송이는 저미고, 베이컨은 적당한 크기로 썬다.<br>③ 냄비에 버터를 녹여 재료들을 넣어 볶은 후, 소스를 넣어 같이 볶는다.<br>④ 삶아놓았던 스파게티를 버터 두른 팬에서 살짝 볶은 다음 접시에 담고 소스를 끼얹는다.<br>⑤ 그 위에 치즈를 얹는다.","스파게티, 마른것 25g, 당근, 생것 3g, 양파, 생것, 국내산 7g, 돈까스소스 30g, 피망, 푸른것 1.5g, 양송이, 생것 4g, 돼지고기, 돼지고기가공품, 베이컨, 날것, 베이컨 3g, 쇠고기, 수입우, 등심 4g, 치즈, 가공치즈 1g, 버터 1.5g, ","155.9","28.2","4.8","3.3","1.3","13.6","74.5","0.5","48.4","111.6","48.0","0.1","0.0","1.0","2.5","4004.jpg"
"면,만두류","우동","① 우동면을 끓인다.<br>② 맛살과 어묵, 파, 마늘을 넣어 주고 소금으로 간을 한다.","우동, 생것 55g, 어묵, 게맛살 3g, 어묵, 튀김 8g, 파, 대파 1g, 마늘, 구근, 생것 0.5g, 소금, 식염 0.2g, ","169.4","33.4","5.1","0.9","0.7","20.4","44.6","0.4","480.9","62.5","1.3","0.0","0.0","0.3","0.3","4005.jpg"
"면,만두류","물만두","① 냉동만두를 끓는물에 삶아낸다.","만두, 냉동 고기 30g, ","64.2","6.2","2.9","3.1","1.4","9.3","24.9","0.4","81.6","23.1","10.8","0.1","0.0","0.3","0.3","5016.jpg"
"면,만두류","간장비빔국수","① 소면을 삶는다.<br>② 오이, 양파는 채썰어 준비하고 쇠고기는 볶아서 준비한다.<br>③ 설탕, 다진마늘, 참기름, 진간장, 식초로 양념장을 만든다.<br>④ 소면과 준비한 재료를 양념장으로 잘 비벼 그릇에 담고 깨소금을 뿌려낸다.","국수, 마른것 40g, 설탕, 백설탕 5g, 마늘, 구근, 생것 2g, 참깨, 흰깨, 볶은것 2g, 양파, 생것, 국내산 5g, 오이, 생것, 재래종 5g, 콩기름 3g, 간장, 왜간장 3g, 소금, 식염 0.2g, 식초 2g, 쇠고기, 한우, 우둔 10g, ","224.5","36.2","7.7","4.8","1.5","43.2","90.4","1.5","250.8","122.9","2.8","0.1","0.2","1.3","1.3","4007.jpg"
"면,만두류","김치우동","① 다시마, 멸치를 넣고 끓여 다싯물을 낸다.<br>② 우동을 끓는 물에 넣고 따뜻할 정도로 데운다.<br>③ 양파, 김치, 표고버섯을 적당한 크기로 썰어 다싯물에 넣고 끓여, 표고버섯도 같이 넣어 끓인다.<br>④ 그릇에 우동을 담고 국물을 부어서 낸다.","우동, 생것 50g, 김치, 배추김치 20g, 마늘, 구근, 생것 2g, 무, 조선무, 뿌리 10g, 양파, 생것, 국내산 5g, 파, 대파 5g, 표고버섯, 생것 3g, 멸치, 자건품대 5g, 간장, 왜간장 2g, 소금, 식염 0.2g, ","168.0","30.8","7.1","1.2","1.9","124.4","127.4","1.0","856.0","279.3","16.9","0.1","0.0","1.5","6.1","4008.jpg"
"면,만두류","김치해물칼국수","① 분량의 물에 생칼국수와 해물을 넣고 끓인다.<br>② 야채와 김치는 적당한 크기로 썬다.<br>③ ①에 ②의 재료를 넣고 끓이다가 간을 한다.","칼국수, 생칼국수, 풀무원 40g, 김치, 배추김치 20g, 당근, 생것 10g, 마늘, 구근, 생것 2g, 양파, 생것, 국내산 10g, 파, 대파 5g, 새우, 잔새우, 생것 10g, 홍합, 생것 10g, 조개살, 생것 10g, 콩기름 3g, ","169.8","27.2","6.7","4.0","2.7","45.5","77.8","1.2","611.6","238.9","143.0","0.0","0.1","1.0","5.9","4009.jpg"
"면,만두류","닭칼국수","① 생칼국수를 삶는다.<br>② 닭고기를 깨끗이 씻은 후 파, 마늘, 생강을 넣고 무르게 삶아 살을 잘게 찢는다.<br>③ 애호박은 굵게 채썰기 하고 풋고추 홍고추는 가늘게 채썬다.<br>④ 닭고기 삶은 국물에 삶은 국수와 채썬 재료를 넣고 끓인 후 간을 맞춘다.","칼국수, 생칼국수, 풀무원 50g, 호박, 애호박, 생것 3g, 고추, 붉은고추, 생것 1g, 고추, 풋고추, 재래종 1g, 마늘, 구근, 생것 1g, 파, 대파 2g, 닭고기, 날것 30g, 당근, 생것 2g, 생강, 구근, 국내산 1g, ","187.9","30.5","8.3","3.5","2.1","10.3","74.1","0.6","364.6","125.6","69.3","0.1","0.1","2.4","4.4","4010.jpg"
"면,만두류","비빔쌀국수","① 쌀국수는 끓는 물에 삶아서 찬물에 헹궈 물기를 뺀다.<br>② 쇠고기는 분량의 양념에 재웠다가 간이 어느정도 배면 볶아낸다.<br>③ 양파는 채썰어서 소금, 설탕, 레몬즙에 절여둔다.<br>④ 새우와 숙주는 다듬어 소금물에 살짝 데친다.<br>⑤ 그릇에 쌀국수를 담고 양파, 쇠고기, 숙주, 새우를 얹어 양념장을 곁들여 낸다.","쌀국수 50g, 쇠고기, 한우, 우둔 10g, 양파, 생것, 국내산 5g, 숙주나물, 생것 5g, 레몬, 과즙 2g, 간장, 왜간장 2g, 식초 2g, 설탕, 백설탕 2g, 새우, 잔새우, 생것 7g, 소금, 식염 0.2g, 후추, 분말 0.01g, 마늘, 구근, 생것 2g, 파, 대파 2g, ","217.8","39.8","8.3","1.3","1.6","20.2","83.8","1.5","740.1","156.8","4.8","0.1","0.0","1.3","29.1","4011.jpg"
"면,만두류","새우크림스파게티","① 달궈진 팬에 버터와 식용유를 두르고 마늘, 양파 다진것을 넣고 볶다가 새우살과 얇게 썰은 감자를 넣고 볶는다.<br>② ①에 우유를 넣고 감자가 부드러워질때까지 약한 불에서 익히다가 생크림을 넣고 소금, 후추로 간을 한다.<br>③ 브로콜리는 한입크기로 썰어 데쳐 준비하고 스파게티면도 삶아서 준비한다.<br>④ 달궈 진 팬에 식용유를 두르고 브로콜리를 볶으면서 스파게티를 넣고 소금, 후추로 간을 한다.<br>⑤ 만들어 놓은 크림소스를 넣고 맛을 내어 완성한다. ","스파게티, 마른것 30g, 감자, 생것 15g, 마늘, 구근, 생것 3g, 브로콜리, 생것 5g, 양파, 생것, 국내산 5g, 파슬리, 말린것 0.5g, 새우, 잔새우, 생것 10g, 우유, 가공우유, 보통 200g, 크림, 중휘핑 30g, 버터 3g, 콩기름 1g, 소금, 식염 0.2g, 후추, 분말 0.01g, ","389.7","36.1","12.6","22.2","1.6","251.2","306.6","1.5","241.5","529.2","196.8","0.2","0.4","1.3","11.8","4012.jpg"
"면,만두류","쌀국수","① 쌀국수는 삶아서 그릇에 담는다.<br>② 육수는 쇠고기를 넣고 끓여 소금으로 간하여 끓인다.<br>③ 숙주는 꼬리를 떼고 다듬고 삶은 쇠고기는 한 입 크기로 썰어둔다.<br>④ 대파, 청피망은 얇게 채썰고 쑥갓은 잘게 뜯어 준비한다.<br>⑤ 그릇에 담은 쌀국수에 뜨거운 육수를 붓고 ③과 ④을 올려낸다.","쌀국수 40g, 쇠고기, 한우, 우둔 25g, 양파, 생것, 국내산 20g, 숙주나물, 생것 5g, 쑥갓, 생것 1g, 소금, 식염 0.2g, 파, 대파 2g, 피망, 푸른것 0.7g, ","189.9","31.0","9.5","1.8","1.5","13.7","94.1","1.6","502.1","165.2","10.8","0.1","0.1","2.0","24.6","4013.jpg"
"면,만두류","어묵우동","① 물에 우동소스, 대파, 무우를 넣고 끓이다가 국물이 잘 우러나면 대파, 무우를 건져낸다.<br>② 만들어 놓은 육수에 생우동국수, 곤약, 다진마늘을 넣어 끓인다.<br>③ 예쁜 그릇에 담아낸다.","우동, 생것 50g, 곤약, 생것, 판형 7g, 마늘, 구근, 생것 0.5g, 무, 조선무, 뿌리 10g, 파, 대파 1g, 어묵, 튀김 10g, 우동소스 3g, ","159.7","31.5","4.8","0.9","1.0","19.8","40.3","0.4","496.9","82.9","2.1","0.0","0.0","0.3","1.8","4014.jpg"
"면,만두류","오색채소비빔면","① 소면은 삶아서 돌돌 말아 준비한다.<br>② 빨강, 노랑, 초록 파프리카, 양파, 오이는 가늘게 채썬다.<br>③ 고추장, 설탕, 식초를 분량대로 섞어 초고추장을 만든다.<br>④ 완성접시에 각종채소와 삶은 면을 담고 초고추장과 참깨를 뿌려낸다.","국수, 마른것 50g, 파프리카 5g, 식초 5g, 설탕, 백설탕 2g, 참깨, 흰깨, 볶은것 2g, 고추장 3g, 양파, 생것, 국내산 3g, 오이, 생것, 재래종 5g, ","213.2","41.4","6.6","1.4","1.7","46.2","78.0","1.4","78.4","100.6","38.7","0.1","0.2","1.0","6.7","4015.jpg"
"면,만두류","찐만두","① 찜기에 냉동만두를 쪄 낸다.","만두, 냉동 고기 30g, ","64.2","6.2","2.9","3.1","1.4","9.3","24.9","0.4","81.6","23.1","10.8","0.1","0.0","0.3","0.3","4016.jpg"
"면,만두류","해물우동볶음","① 달궈진 팬에 다진마늘과 채썬 양파, 당근, 청피망, 양배추를 넣고 살짝 볶아준다.<br>② 해물도 살짝 볶아 준 후 ①과 함께 볶다가 굴소스를 넣고 볶는다.<br>③ 삶아 둔 우동을 ②에 넣고 볶아서 낸다.","우동, 생것 100g, 당근, 생것 3g, 마늘, 구근, 생것 1g, 양배추, 생것 5g, 양파, 생것, 국내산 5g, 피망, 푸른것 3g, 홍합, 생것 3g, 새우, 잔새우, 생것 3g, 오징어, 생것 5g, 굴소스 3g, ","294.6","58.5","8.7","1.5","1.6","25.4","83.6","0.7","640.9","154.2","40.2","0.1","0.0","0.8","4.0","4017.jpg"
"면,만두류","해물칼국수","① 칼국수는 멸치육수에 삶아둔다.<br>② 오징어, 조갯살, 새우살, 당근은 기름에 살짝 볶아 간을 한다.<br>③ ①에 ②를 넣고, 한소끔 끓으면 파, 마늘, 후추가루를 넣고 국간장과 소금으로 간을 맞춘다.","칼국수, 생칼국수, 풀무원 50g, 새우, 잔새우, 생것 20g, 당근, 생것 10g, 마늘, 구근, 생것 2g, 양파, 생것, 국내산 10g, 파, 대파 5g, 홍합, 생것 20g, 조개살, 생것 10g, 간장, 재래간장 1g, 콩기름 3g, ","206.8","33.1","9.2","4.2","2.4","55.0","104.1","1.6","607.5","242.5","134.6","0.0","0.1","1.2","3.6","4018.jpg"
"찜류","닭찜","① 닭은 적당한 크기로 토막낸 뒤 끓는 물에 데쳐낸다.<br>② 양파, 감자, 당근은 한입크기로 썰고 모서리를 다듬는다.<br>③ 불린 표고는 부채꼴모양으로 썰고, 간장 양념장을 만든다.<br>④ 냄비에 닭과 양념장을 넣고 물을 넣어 익힌다.<br>⑤ 닭이 반쯤 익으면 양파를 제외한 모든 야채를 넣어 간이 베이게 한다.<br>⑥ 양파를 넣고 국물을 끼얹으며 조린다.","닭고기, 날것 35g, 감자, 생것 10g, 당근, 생것 5g, 양파, 생것, 국내산 5g, 표고버섯, 생것 2g, 엿, 물엿 1g, 간장, 왜간장 1.5g, 설탕, 백설탕 1g, 마늘, 구근, 생것 1g, 생강, 구근, 국내산 0.5g, 참기름 0.2g, 후추, 분말 0.01g, ","81.1","4.2","7.1","3.9","0.6","8.0","72.8","0.6","110.0","148.3","82.1","0.0","0.1","2.8","3.7","5001.jpg"
"찜류","달걀찜","① 달걀을 체에 거른 후 소금과 동량의 물을 넣어 섞어준다.<br>② 당근은 다져서 섞어준다.<br>③ 약불에서 중탕으로 찜한다.","계란, 전란, 생것 20g, 당근, 생것 1g, 파, 대파 1g, 소금, 식염 0.2g, ","32.2","0.3","2.6","2.2","0.1","10.7","34.3","0.4","92.7","29.8","45.1","0.0","0.0","0.0","0.3","5002.jpg"
"찜류","돼지갈비찜","① 양파, 감자, 당근은 등분해 썰고 모서리를 다듬는다.<br>② 돼지갈비는 핏물을 제거한 후, 물을 넣고 삶다가 양념장을 넣고 익힌다.<br>③ 어느 정도 졸여졌으면 당근, 감자를 넣고 간이 베이도록 더 졸여준다.<br>④ 양파를 넣고 국물이 거의 자작하게 될 때까지 국물을 끼얹으며 서서히 조린다.","돼지고기, 갈비, 날것 45g, 감자, 생것 7g, 양파, 생것, 국내산 3g, 당근, 생것 3g, 간장, 왜간장 2g, 설탕, 백설탕 1g, 마늘, 구근, 생것 1g, 생강, 구근, 국내산 0.5g, 깨소금 0.2g, 참기름 0.2g, 후추, 분말 0.01g, ","108.9","3.1","8.8","6.6","0.4","10.9","100.4","0.4","152.2","153.9","40.4","0.4","0.1","2.9","2.9","5003.jpg"
